Filippino Word,English Word,Pronunciation,Example Context,Example English,Survival,Difficulty Level,Icon,Audio Link,Real Audio
Regalo, Gift, re-ga-lo, Binuksan niya ang regalo sa kanyang kaarawan., He opened the gift on his birthday.,,3,🟠,https://example.com/audio/tagalog/regalo.mp3,./tagalog_audio/regalo.mp3
Rehas, Bars (metal), re-has, Mataas ang rehas ng kulungan., The prison bars are high.,,3,🟠,https://example.com/audio/tagalog/rehas.mp3,./tagalog_audio/rehas.mp3
Reklamo, Complaint, rek-la-mo, Nag-file siya ng reklamo laban sa kumpanya., He filed a complaint against the company.,,3,🟠,https://example.com/audio/tagalog/reklamo.mp3,./tagalog_audio/reklamo.mp3
Relo, Watch/Clock, re-lo, Suot niya ang kanyang bagong relo., He is wearing his new watch.,,1,🟢,https://example.com/audio/tagalog/relo.mp3,./tagalog_audio/relo.mp3
Reloj,Clock,re-loj,Malaki ang reloj sa opisina.,The clock in the office is big.,,3,🟠,https://example.com/audio/tagalog/reloj.mp3,./tagalog_audio/reloj.mp3
Renta, Rent, ren-ta, Nagbayad siya ng renta sa bahay., He paid the house rent.,,3,🟠,https://example.com/audio/tagalog/renta.mp3,./tagalog_audio/renta.mp3
Repasuhin,Review,re-pa-su-hin,Kailangan mong repasuhin ang iyong sagot.,You need to review your answer.,,3,🟠,https://example.com/audio/tagalog/repasuhin.mp3,./tagalog_audio/repasuhin.mp3
Reporma, Reform, re-por-ma, May bagong reporma sa edukasyon., There is a new reform in education.,,3,🟠,https://example.com/audio/tagalog/reporma.mp3,./tagalog_audio/reporma.mp3
Reseta, Prescription, re-se-ta, Binigyan siya ng doktor ng reseta., The doctor gave him a prescription.,,3,🟠,https://example.com/audio/tagalog/reseta.mp3,./tagalog_audio/reseta.mp3
Resibo, Receipt, re-si-bo, Itabi mo ang resibo para sa refund., Keep the receipt for a refund.,,3,🟠,https://example.com/audio/tagalog/resibo.mp3,./tagalog_audio/resibo.mp3
Respeto, Respect, res-pe-to, Dapat nating bigyan ng respeto ang matatanda., We should give respect to the elderly.,,3,🟠,https://example.com/audio/tagalog/respeto.mp3,./tagalog_audio/respeto.mp3
Restawran, Restaurant, res-taw-ran,,,1.0,3,🟠,https://example.com/audio/tagalog/restawran.mp3,./tagalog_audio/restawran.mp3
Ribon,Ribbon,ri-bon,May pulang ribon ang regalo niya.,His gift has a red ribbon.,,3,🟠,https://example.com/audio/tagalog/ribon.mp3,./tagalog_audio/ribon.mp3
Ribyu, Review, rib-yu, Nag-ribyu siya para sa pagsusulit., He reviewed for the exam.,,3,🟠,https://example.com/audio/tagalog/ribyu.mp3,./tagalog_audio/ribyu.mp3
Rikit, Beauty, ri-kit, Taglay niya ang likas na rikit., She possesses natural beauty.,,3,🟠,https://example.com/audio/tagalog/rikit.mp3,./tagalog_audio/rikit.mp3
Riles, Railroad, ri-les, Dumaan ang tren sa riles., The train passed through the railroad.,,3,🟠,https://example.com/audio/tagalog/riles.mp3,./tagalog_audio/riles.mp3
Risolba, Resolve, ri-sol-ba, Kailangan nating risolbahin ang problema., We need to resolve the problem.,,3,🟠,https://example.com/audio/tagalog/risolba.mp3,./tagalog_audio/risolba.mp3
Ritmo, Rhythm, rit-mo, Maganda ang ritmo ng musika., The rhythm of the music is nice.,,3,🟠,https://example.com/audio/tagalog/ritmo.mp3,./tagalog_audio/ritmo.mp3
Ronda, Patrol, ron-da, May ronda ang pulis tuwing gabi., The police patrol every night.,,3,🟠,https://example.com/audio/tagalog/ronda.mp3,./tagalog_audio/ronda.mp3
Rosas, Rose, ro-sas, Maganda ang rosas sa hardin., The roses in the garden are beautiful.,,3,🟠,https://example.com/audio/tagalog/rosas.mp3,./tagalog_audio/rosas.mp3
Rumaragasa, Rushing, ru-ma-ra-ga-sa, Rumaragasa ang tubig sa ilog., The water in the river is rushing.,,3,🟠,https://example.com/audio/tagalog/rumaragasa.mp3,./tagalog_audio/rumaragasa.mp3
Rupok, Delicate, ru-pok, Maging maingat sa rupok na gamit., Be careful with the delicate items.,,3,🟠,https://example.com/audio/tagalog/rupok.mp3,./tagalog_audio/rupok.mp3
Ruta, Route, ru-ta, Nagbago ang ruta ng bus., The bus route has changed.,,1,🟢,https://example.com/audio/tagalog/ruta.mp3,./tagalog_audio/ruta.mp3
Saan, Where, sa-an,,,1.0,1,🟢,https://example.com/audio/tagalog/saan.mp3,./tagalog_audio/saan.mp3
Sabado, Saturday, sa-ba-do,,,1.0,3,🟠,https://example.com/audio/tagalog/sabado.mp3,./tagalog_audio/sabado.mp3
Sabay, Together, sa-bay, Sabay kaming kumain ng hapunan., We ate dinner together.,,3,🟠,https://example.com/audio/tagalog/sabay.mp3,./tagalog_audio/sabay.mp3
Saging, Banana, sa-ging, Kumain siya ng saging sa almusal., He ate a banana for breakfast.,,3,🟠,https://example.com/audio/tagalog/saging.mp3,./tagalog_audio/saging.mp3
Sahig, Floor, sa-hig, Malinis ang sahig ng bahay., The house floor is clean.,,3,🟠,https://example.com/audio/tagalog/sahig.mp3,./tagalog_audio/sahig.mp3
Saing, Cooked rice, sa-ing, Malambot ang kanyang saing., His cooked rice is soft.,,3,🟠,https://example.com/audio/tagalog/saing.mp3,./tagalog_audio/saing.mp3
Sakay, Ride, sa-kay,,,1.0,3,🟠,https://example.com/audio/tagalog/sakay.mp3,./tagalog_audio/sakay.mp3
Sakit, Illness/Pain, sa-kit, May sakit siya kaya hindi pumasok sa trabaho., He is sick -  so he didn't go to work.,,3,🟠,https://example.com/audio/tagalog/sakit.mp3,./tagalog_audio/sakit.mp3
Saklolo, Help!, sak-lo-lo,,,1.0,2,🟡,https://example.com/audio/tagalog/saklolo.mp3,./tagalog_audio/saklolo.mp3
Salamat, Thank you, sa-la-mat, Salamat sa tulong mo!, Thank you for your help!,1.0,3,🟠,https://example.com/audio/tagalog/salamat.mp3,./tagalog_audio/salamat.mp3
Salamin, Mirror/Glasses, sa-la-min, Gumamit siya ng salamin upang makita ang sarili., He used a mirror to see himself.,,3,🟠,https://example.com/audio/tagalog/salamin.mp3,./tagalog_audio/salamin.mp3
Salo, Catch (receive), sa-lo, Nasalo niya ang bola., He caught the ball.,,1,🟢,https://example.com/audio/tagalog/salo.mp3,./tagalog_audio/salo.mp3
Sama, Join, sa-ma, Pwede ba akong sama sa inyo?, Can I join you?,,1,🟢,https://example.com/audio/tagalog/sama.mp3,./tagalog_audio/sama.mp3
Sampayan, Clothesline, sam-pa-yan, Ipinatong niya ang damit sa sampayan., He placed the clothes on the clothesline.,,3,🟠,https://example.com/audio/tagalog/sampayan.mp3,./tagalog_audio/sampayan.mp3
Sampu, Ten, sam-pu,,,1.0,3,🟠,https://example.com/audio/tagalog/sampu.mp3,./tagalog_audio/sampu.mp3
Sampung, Ten, sam-pung, May sampung estudyante sa klase., There are ten students in the class.,,3,🟠,https://example.com/audio/tagalog/sampung.mp3,./tagalog_audio/sampung.mp3
Sandali, Moment, san-da-li, Hintay ka sandali., Wait for a moment.,,3,🟠,https://example.com/audio/tagalog/sandali.mp3,./tagalog_audio/sandali.mp3
Sanggol, Baby, sang-gol, Mahal niya ang kanyang sanggol., He loves his baby.,,3,🟠,https://example.com/audio/tagalog/sanggol.mp3,./tagalog_audio/sanggol.mp3
Sangkap, Ingredient, sang-kap, Ano ang sangkap ng ulam mo?, What are the ingredients in your dish?,,3,🟠,https://example.com/audio/tagalog/sangkap.mp3,./tagalog_audio/sangkap.mp3
Sanhi, Cause, san-hi, Ano ang sanhi ng trapiko?, What is the cause of the traffic?,,3,🟠,https://example.com/audio/tagalog/sanhi.mp3,./tagalog_audio/sanhi.mp3
Sapatos,Shoes,sa-pa-tos,Bago ang kanyang sapatos.,His shoes are new.,1.0,3,🟠,https://example.com/audio/tagalog/sapatos.mp3,./tagalog_audio/sapatos.mp3
Sarado, Closed, sa-ra-do, Sarado na ang tindahan., The store is already closed.,,3,🟠,https://example.com/audio/tagalog/sarado.mp3,./tagalog_audio/sarado.mp3
Sasakyan, Vehicle, sa-sak-yan,,,1.0,3,🟠,https://example.com/audio/tagalog/sasakyan.mp3,./tagalog_audio/sasakyan.mp3
Sayaw, Dance, sa-yaw, Mahilig siyang sumayaw sa entablado., He loves dancing on stage.,,3,🟠,https://example.com/audio/tagalog/sayaw.mp3,./tagalog_audio/sayaw.mp3
Sikap, Effort, si-kap, Kailangan ng sikap upang magtagumpay., Effort is needed to succeed.,,3,🟠,https://example.com/audio/tagalog/sikap.mp3,./tagalog_audio/sikap.mp3
Sikat,Famous,si-kat,Sikat ang mang-aawit na ito.,This singer is famous.,,3,🟠,https://example.com/audio/tagalog/sikat.mp3,./tagalog_audio/sikat.mp3
Sikreto, Secret, si-kre-to, May sikretong sinabi siya sa akin., He told me a secret.,,3,🟠,https://example.com/audio/tagalog/sikreto.mp3,./tagalog_audio/sikreto.mp3
Sila, They, si-la,,,1.0,1,🟢,https://example.com/audio/tagalog/sila.mp3,./tagalog_audio/sila.mp3
Silya, Chair, sil-ya,,,1.0,3,🟠,https://example.com/audio/tagalog/silya.mp3,./tagalog_audio/silya.mp3
Simbahan, Church, sim-ba-han,,,1.0,3,🟠,https://example.com/audio/tagalog/simbahan.mp3,./tagalog_audio/simbahan.mp3
Simula, Start, si-mu-la, Ang simula ng pelikula ay maganda., The start of the movie is good.,,3,🟠,https://example.com/audio/tagalog/simula.mp3,./tagalog_audio/simula.mp3
Singil, Charge (fee), si-ngil, Tumaas ang singil sa kuryente., The electricity charge increased.,,3,🟠,https://example.com/audio/tagalog/singil.mp3,./tagalog_audio/singil.mp3
Singsing, Ring, sing-sing, May singsing siya sa kanyang daliri., He has a ring on his finger.,,3,🟠,https://example.com/audio/tagalog/singsing.mp3,./tagalog_audio/singsing.mp3
Sino, Who, si-no,,,1.0,1,🟢,https://example.com/audio/tagalog/sino.mp3,./tagalog_audio/sino.mp3
Sipag, Diligence, si-pag, Kilala siya sa kanyang sipag sa trabaho., He is known for his diligence at work.,,3,🟠,https://example.com/audio/tagalog/sipag.mp3,./tagalog_audio/sipag.mp3
Siya, He/She, si-ya,,,1.0,1,🟢,https://example.com/audio/tagalog/siya.mp3,./tagalog_audio/siya.mp3
Siyam, Nine, si-yam,,,1.0,3,🟠,https://example.com/audio/tagalog/siyam.mp3,./tagalog_audio/siyam.mp3
Sugat, Wound, su-gat, May sugat siya sa braso., He has a wound on his arm.,,3,🟠,https://example.com/audio/tagalog/sugat.mp3,./tagalog_audio/sugat.mp3
Sukli, Change (from a payment), suk-li,,,1.0,3,🟠,https://example.com/audio/tagalog/sukli.mp3,./tagalog_audio/sukli.mp3
Sulat, Letter/Writing, su-lat, Sumulat siya ng liham para sa kanyang ina., He wrote a letter to his mother.,,3,🟠,https://example.com/audio/tagalog/sulat.mp3,./tagalog_audio/sulat.mp3
Sumbrero, Hat, sum-bre-ro, Suot niya ang kanyang sumbrero sa init ng araw., He is wearing his hat in the heat of the sun.,,3,🟠,https://example.com/audio/tagalog/sumbrero.mp3,./tagalog_audio/sumbrero.mp3
Sundalo, Soldier, sun-da-lo, Matapang ang sundalo sa giyera., The soldier is brave in war.,,3,🟠,https://example.com/audio/tagalog/sundalo.mp3,./tagalog_audio/sundalo.mp3
Sunog, Fire, su-nog,,,1.0,3,🟠,https://example.com/audio/tagalog/sunog.mp3,./tagalog_audio/sunog.mp3
Susi, Key, su-si, Nawala ang susi ng bahay niya., He lost his house key.,1.0,1,🟢,https://example.com/audio/tagalog/susi.mp3,./tagalog_audio/susi.mp3
Susian, Key, su-si-an,,,1.0,3,🟠,https://example.com/audio/tagalog/susian.mp3,./tagalog_audio/susian.mp3
Suwerte, Luck, suer-te, Suwerte siya sa laro., He is lucky in the game.,,3,🟠,https://example.com/audio/tagalog/suwerte.mp3,./tagalog_audio/suwerte.mp3
Tagalog,English,Pronunciation,Tagalog Example Sentence,English Translation,,3,🟠,https://example.com/audio/tagalog/tagalog.mp3,./tagalog_audio/tagalog.mp3
Tag-init,Summer,tag-i-nit,Mainit tuwing tag-init.,It is hot during summer.,,3,🟠,https://example.com/audio/tagalog/tag-init.mp3,./tagalog_audio/tag-init.mp3
Tahanan, Home, ta-ha-nan, Mahalaga ang tahanan sa bawat pamilya., Home is important to every family.,,3,🟠,https://example.com/audio/tagalog/tahanan.mp3,./tagalog_audio/tahanan.mp3
Taho, Soy pudding, ta-ho, Bumili siya ng taho sa umaga., He bought soy pudding in the morning.,,1,🟢,https://example.com/audio/tagalog/taho.mp3,./tagalog_audio/taho.mp3
Takbo,Run,tak-bo,Tumakbo siya sa paligsahan.,He ran in the competition.,1.0,3,🟠,https://example.com/audio/tagalog/takbo.mp3,./tagalog_audio/takbo.mp3
Takot,Afraid,ta-kot,Takot siya sa dilim.,He is afraid of the dark.,1.0,3,🟠,https://example.com/audio/tagalog/takot.mp3,./tagalog_audio/takot.mp3
Talaan, List, ta-la-an, May talaan ng gastusin sa bahay., There is a list of household expenses.,,3,🟠,https://example.com/audio/tagalog/talaan.mp3,./tagalog_audio/talaan.mp3
Talaga, Really, ta-la-ga, Talaga bang aalis ka na?, Are you really leaving?,,3,🟠,https://example.com/audio/tagalog/talaga.mp3,./tagalog_audio/talaga.mp3
Talino, Intelligence, ta-li-no, Mahusay ang kanyang talino sa matematika., His intelligence in math is excellent.,,3,🟠,https://example.com/audio/tagalog/talino.mp3,./tagalog_audio/talino.mp3
Talong, Eggplant, ta-long, Gumawa siya ng tortang talong., He made eggplant omelet.,,3,🟠,https://example.com/audio/tagalog/talong.mp3,./tagalog_audio/talong.mp3
Tama, Correct, ta-ma, Tama ang sagot mo sa pagsusulit., Your answer in the test is correct.,,1,🟢,https://example.com/audio/tagalog/tama.mp3,./tagalog_audio/tama.mp3
Tamad, Lazy, ta-mad, Huwag kang tamad sa trabaho., Don't be lazy at work.,,3,🟠,https://example.com/audio/tagalog/tamad.mp3,./tagalog_audio/tamad.mp3
Tambay, Loiter, tam-bay, Tambay lang siya sa kanto buong araw., He just loiters at the corner all day.,,3,🟠,https://example.com/audio/tagalog/tambay.mp3,./tagalog_audio/tambay.mp3
Tanda, Sign/Old age, tan-da, May tanda siya ng karunungan., He has signs of wisdom.,,3,🟠,https://example.com/audio/tagalog/tanda.mp3,./tagalog_audio/tanda.mp3
Tanghalian, Lunch, tang-ha-li-an, Masarap ang tanghalian namin sa bahay., Our lunch at home was delicious.,,3,🟠,https://example.com/audio/tagalog/tanghalian.mp3,./tagalog_audio/tanghalian.mp3
Tanim, Planting, ta-nim, Mahilig siya sa pagtatanim ng gulay., He loves planting vegetables.,,3,🟠,https://example.com/audio/tagalog/tanim.mp3,./tagalog_audio/tanim.mp3
Tanong, Question, ta-nong, May tanong ka ba tungkol sa aralin?, Do you have a question about the lesson?,,3,🟠,https://example.com/audio/tagalog/tanong.mp3,./tagalog_audio/tanong.mp3
Tanso, Copper, tan-so, Ang tansong kawali ay matibay., The copper pan is durable.,,3,🟠,https://example.com/audio/tagalog/tanso.mp3,./tagalog_audio/tanso.mp3
Tao, Person, ta-o, Maraming tao sa palengke., There are many people in the market.,1.0,1,🟢,https://example.com/audio/tagalog/tao.mp3,./tagalog_audio/tao.mp3
Taon, Year, ta-on,,,1.0,1,🟢,https://example.com/audio/tagalog/taon.mp3,./tagalog_audio/taon.mp3
Tapon, Throw, ta-pon,,,1.0,3,🟠,https://example.com/audio/tagalog/tapon.mp3,./tagalog_audio/tapon.mp3
Tasa, Cup, ta-sa, Gamitin mo ang tasa para sa kape., Use the cup for coffee.,,1,🟢,https://example.com/audio/tagalog/tasa.mp3,./tagalog_audio/tasa.mp3
Tatay, Father, ta-tay, Mahal ko ang aking tatay., I love my father.,1.0,3,🟠,https://example.com/audio/tagalog/tatay.mp3,./tagalog_audio/tatay.mp3
Tatlo, Three, tat-lo,,,1.0,3,🟠,https://example.com/audio/tagalog/tatlo.mp3,./tagalog_audio/tatlo.mp3
Tawa, Laugh, ta-wa,,,1.0,1,🟢,https://example.com/audio/tagalog/tawa.mp3,./tagalog_audio/tawa.mp3
Tawag, Call, ta-wag, May tawag ka sa telepono., You have a call on the phone.,,3,🟠,https://example.com/audio/tagalog/tawag.mp3,./tagalog_audio/tawag.mp3
Tawanan, Laughter, ta-wa-nan, Narinig ko ang tawanan nila sa kabilang kwarto., I heard their laughter from the other room.,,3,🟠,https://example.com/audio/tagalog/tawanan.mp3,./tagalog_audio/tawanan.mp3
Tayo 1, We (including listener), ta-yo,,,1.0,3,🟠,https://example.com/audio/tagalog/tayo_1.mp3,./tagalog_audio/tayo_1.mp3
Tayo 2, Stand, ta-yo,,,1.0,3,🟠,https://example.com/audio/tagalog/tayo_2.mp3,./tagalog_audio/tayo_2.mp3
Telepono, Phone, te-le-po-no,,,1.0,3,🟠,https://example.com/audio/tagalog/telepono.mp3,./tagalog_audio/telepono.mp3
Terminal, Terminal, ter-mi-nal,,,1.0,3,🟠,https://example.com/audio/tagalog/terminal.mp3,./tagalog_audio/terminal.mp3
Tinapay, Bread, ti-na-pay,,,1.0,3,🟠,https://example.com/audio/tagalog/tinapay.mp3,./tagalog_audio/tinapay.mp3
Tindahan,Store,tin-da-han,Bibili siya sa tindahan.,He will buy something at the store.,,3,🟠,https://example.com/audio/tagalog/tindahan.mp3,./tagalog_audio/tindahan.mp3
Tingi, Retail/Small portion, tin-gi,,,1.0,3,🟠,https://example.com/audio/tagalog/tingi.mp3,./tagalog_audio/tingi.mp3
Tren, Train, tren,,,1.0,1,🟢,https://example.com/audio/tagalog/tren.mp3,./tagalog_audio/tren.mp3
Tricycle, Tricycle, tra-yi-si-kel,,,1.0,3,🟠,https://example.com/audio/tagalog/tricycle.mp3,./tagalog_audio/tricycle.mp3
Tubig,Water,tu-big,Malinaw ang tubig sa ilog.,The water in the river is clear.,1.0,1,🟢,https://example.com/audio/tagalog/tubig.mp3,./tagalog_audio/tubig.mp3
Tukso, Temptation, tuk-so, Lumayo siya sa tukso ng bisyo., He stayed away from the temptation of vices.,,3,🟠,https://example.com/audio/tagalog/tukso.mp3,./tagalog_audio/tukso.mp3
Tuktok, Top, tuk-tok, Nasa tuktok ng bundok ang bahay nila., Their house is on top of the mountain.,,3,🟠,https://example.com/audio/tagalog/tuktok.mp3,./tagalog_audio/tuktok.mp3
Tulad, Like, tu-lad, Tulad ng dati, Like before,,3,🟠,https://example.com/audio/tagalog/tulad.mp3,./tagalog_audio/tulad.mp3
Tulay, Pathway, tu-lay, Ang edukasyon ang tulay sa magandang kinabukasan., Education is the pathway to a bright future.,,3,🟠,https://example.com/audio/tagalog/tulay.mp3,./tagalog_audio/tulay.mp3
Tulog, Sleep, tu-log, Kailangan mo ng sapat na tulog., You need enough sleep.,1.0,3,🟠,https://example.com/audio/tagalog/tulog.mp3,./tagalog_audio/tulog.mp3
Tulong, Help, tu-long,,,1.0,2,🟡,https://example.com/audio/tagalog/tulong.mp3,./tagalog_audio/tulong.mp3
Tunog, Sound, tu-nog, Malakas ang tunog ng kulog., The sound of thunder is loud.,,3,🟠,https://example.com/audio/tagalog/tunog.mp3,./tagalog_audio/tunog.mp3
Tupa, Sheep, tu-pa, May alagang tupa ang magsasaka., The farmer has a pet sheep.,,1,🟢,https://example.com/audio/tagalog/tupa.mp3,./tagalog_audio/tupa.mp3
Ubas, Grapes, u-bas, Bumili siya ng ubas sa palengke., He bought grapes at the market.,,1,🟢,https://example.com/audio/tagalog/ubas.mp3,./tagalog_audio/ubas.mp3
Ugat, Root, u-gat, Malalim ang ugat ng puno., The tree has deep roots.,,1,🟢,https://example.com/audio/tagalog/ugat.mp3,./tagalog_audio/ugat.mp3
Uhaw,Thirsty,u-haw,Uhaw na uhaw siya pagkatapos maglaro.,He is very thirsty after playing.,1.0,1,🟢,https://example.com/audio/tagalog/uhaw.mp3,./tagalog_audio/uhaw.mp3
Ulam, Viand (main dish), u-lam,,,1.0,1,🟢,https://example.com/audio/tagalog/ulam.mp3,./tagalog_audio/ulam.mp3
Ulan, Rain, u-lan, Malakas ang ulan kaninang umaga., The rain was strong this morning.,,1,🟢,https://example.com/audio/tagalog/ulan.mp3,./tagalog_audio/ulan.mp3
Ulap, Cloud, u-lap, Maitim ang ulap sa langit., The clouds in the sky are dark.,,1,🟢,https://example.com/audio/tagalog/ulap.mp3,./tagalog_audio/ulap.mp3
Ulo, Head, u-lo, Masakit ang kanyang ulo buong araw., His head hurt all day.,,1,🟢,https://example.com/audio/tagalog/ulo.mp3,./tagalog_audio/ulo.mp3
Umaapaw, Overflowing, u-ma-a-paw, Umaapaw ang tubig sa ilog., The river is overflowing.,,3,🟠,https://example.com/audio/tagalog/umaapaw.mp3,./tagalog_audio/umaapaw.mp3
Umaaraw, Sunny, u-ma-a-raw, Umaaraw ngayon matapos ang mahabang ulan., It is sunny now after a long rain.,,3,🟠,https://example.com/audio/tagalog/umaaraw.mp3,./tagalog_audio/umaaraw.mp3
Umaga, Morning, u-ma-ga, Magandang umaga!, Good morning!,,2,🟡,https://example.com/audio/tagalog/umaga.mp3,./tagalog_audio/umaga.mp3
Umasa, Hope, u-ma-sa, Umasa siyang darating ang kanyang kaibigan., He hoped that his friend would arrive.,,3,🟠,https://example.com/audio/tagalog/umasa.mp3,./tagalog_audio/umasa.mp3
Umay, Feeling fed up with food, u-may, Naumay siya sa pagkain ng matamis., He got fed up with eating sweets.,,1,🟢,https://example.com/audio/tagalog/umay.mp3,./tagalog_audio/umay.mp3
Umiiyak, Cry, u-mi-i-yak,,,1.0,3,🟠,https://example.com/audio/tagalog/umiiyak.mp3,./tagalog_audio/umiiyak.mp3
Umikot, Turn around, u-mi-kot, Umikot siya upang makita ang paligid., He turned around to see the surroundings.,,3,🟠,https://example.com/audio/tagalog/umikot.mp3,./tagalog_audio/umikot.mp3
Umiwas, Avoid, u-mi-was, Umiwas siya sa away., He avoided the fight.,,3,🟠,https://example.com/audio/tagalog/umiwas.mp3,./tagalog_audio/umiwas.mp3
Umiyak, Cry, u-mi-yak, Umiyak ang bata dahil nagutom siya., The baby cried because he was hungry.,,3,🟠,https://example.com/audio/tagalog/umiyak.mp3,./tagalog_audio/umiyak.mp3
Umupo, Sit, u-mu-po, Umupo siya sa tabi ng kanyang ina., He sat beside his mother.,,3,🟠,https://example.com/audio/tagalog/umupo.mp3,./tagalog_audio/umupo.mp3
Umuulan, Raining, u-mu-u-lan, Umuulan buong araw., It has been raining all day.,,3,🟠,https://example.com/audio/tagalog/umuulan.mp3,./tagalog_audio/umuulan.mp3
Umuwi, Go home, u-mu-wi, Umuwi na siya pagkatapos ng klase., He went home after class.,,3,🟠,https://example.com/audio/tagalog/umuwi.mp3,./tagalog_audio/umuwi.mp3
Una, First, u-na, Siya ang una sa pila., He is first in line.,,1,🟢,https://example.com/audio/tagalog/una.mp3,./tagalog_audio/una.mp3
Unahan, Front, u-na-han, Nasa unahan ng klase ang matatalino., The smart students are at the front of the class.,,3,🟠,https://example.com/audio/tagalog/unahan.mp3,./tagalog_audio/unahan.mp3
Unan, Pillow, u-nan, Malambot ang unan ko sa kama., My pillow on the bed is soft.,,1,🟢,https://example.com/audio/tagalog/unan.mp3,./tagalog_audio/unan.mp3
Unawa, Understanding, u-na-wa, May malalim siyang unawa sa sitwasyon., He has a deep understanding of the situation.,,3,🟠,https://example.com/audio/tagalog/unawa.mp3,./tagalog_audio/unawa.mp3
Unggoy,Monkey,ung-goy,Masayang naglalaro ang unggoy sa puno.,The monkey is happily playing in the tree.,,3,🟠,https://example.com/audio/tagalog/unggoy.mp3,./tagalog_audio/unggoy.mp3
Ungol, Moan/Groan, u-ngol, Narinig niya ang mahina niyang ungol., He heard his weak groan.,,3,🟠,https://example.com/audio/tagalog/ungol.mp3,./tagalog_audio/ungol.mp3
Uniporme, Uniform, u-ni-por-me, Nakasuot siya ng uniporme sa trabaho., He is wearing a uniform at work.,,3,🟠,https://example.com/audio/tagalog/uniporme.mp3,./tagalog_audio/uniporme.mp3
Uod,Worm,u-od,May uod sa dahon.,There is a worm on the leaf.,,1,🟢,https://example.com/audio/tagalog/uod.mp3,./tagalog_audio/uod.mp3
Upa, Rent, u-pa, Nagbayad siya ng upa sa bahay., He paid the rent for the house.,,1,🟢,https://example.com/audio/tagalog/upa.mp3,./tagalog_audio/upa.mp3
Upo, Sit, u-po,,,1.0,1,🟢,https://example.com/audio/tagalog/upo.mp3,./tagalog_audio/upo.mp3
Upuan, Chair, u-pu-an, Nakaupo siya sa kanyang upuan., He is sitting on his chair.,,3,🟠,https://example.com/audio/tagalog/upuan.mp3,./tagalog_audio/upuan.mp3
Usap, Talk, u-sap, Kailangan natin mag-usap mamaya., We need to talk later.,,1,🟢,https://example.com/audio/tagalog/usap.mp3,./tagalog_audio/usap.mp3
Usok, Smoke, u-sok, Makapal ang usok mula sa apoy., The smoke from the fire is thick.,,1,🟢,https://example.com/audio/tagalog/usok.mp3,./tagalog_audio/usok.mp3
Uwi,Go home,u-wi,Uuwi na ako mamaya.,I will go home later.,,1,🟢,https://example.com/audio/tagalog/uwi.mp3,./tagalog_audio/uwi.mp3
Vacante, Vacant, va-kan-te, Wala pang nakatira sa vacante na bahay., No one is living in the vacant house yet.,,3,🟠,https://example.com/audio/tagalog/vacante.mp3,./tagalog_audio/vacante.mp3
Valedor,Protector,va-le-dor,Ang aking ama ang aking valedor.,My father is my protector.,,3,🟠,https://example.com/audio/tagalog/valedor.mp3,./tagalog_audio/valedor.mp3
Valor, Courage, va-lor, Ipinakita niya ang kanyang valor sa laban., He showed his courage in battle.,,3,🟠,https://example.com/audio/tagalog/valor.mp3,./tagalog_audio/valor.mp3
Vapor,Steam,va-por,Lumabas ang vapor mula sa kumukulong tubig.,Steam came out from the boiling water.,,3,🟠,https://example.com/audio/tagalog/vapor.mp3,./tagalog_audio/vapor.mp3
Vaporub, Menthol rub, va-po-rub, Naglagay siya ng vaporub sa kanyang dibdib., He applied menthol rub on his chest.,,3,🟠,https://example.com/audio/tagalog/vaporub.mp3,./tagalog_audio/vaporub.mp3
Vaseline, Petroleum jelly, va-se-lin, Ginamit niya ang Vaseline sa kanyang tuyong balat., He used Vaseline on his dry skin.,,3,🟠,https://example.com/audio/tagalog/vaseline.mp3,./tagalog_audio/vaseline.mp3
Vaso,Glass,va-so,Puno ng tubig ang vaso.,The glass is full of water.,,1,🟢,https://example.com/audio/tagalog/vaso.mp3,./tagalog_audio/vaso.mp3
Ventana,Window,ven-ta-na,Buksan mo ang ventana para pumasok ang hangin.,Open the window to let the air in.,,3,🟠,https://example.com/audio/tagalog/ventana.mp3,./tagalog_audio/ventana.mp3
Verdad,Truth,ver-dad,Laging sabihin ang verdad.,Always tell the truth.,,3,🟠,https://example.com/audio/tagalog/verdad.mp3,./tagalog_audio/verdad.mp3
Vestido,Dress,ves-ti-do,Maganda ang suot niyang vestido.,She is wearing a beautiful dress.,,3,🟠,https://example.com/audio/tagalog/vestido.mp3,./tagalog_audio/vestido.mp3
Vidente, Seer, vi-den-te, Naniniwala siya sa sinabi ng vidente., He believes what the seer said.,,3,🟠,https://example.com/audio/tagalog/vidente.mp3,./tagalog_audio/vidente.mp3
Villa, Villa, vil-ya, Nakatira sila sa isang malaking villa., They live in a big villa.,,3,🟠,https://example.com/audio/tagalog/villa.mp3,./tagalog_audio/villa.mp3
Vino, Wine, vi-no, Uminom sila ng vino sa hapunan., They drank wine at dinner.,,1,🟢,https://example.com/audio/tagalog/vino.mp3,./tagalog_audio/vino.mp3
Violente, Violent, vi-o-len-te, Iwasan natin ang mga violente na tao., Let's avoid violent people.,,3,🟠,https://example.com/audio/tagalog/violente.mp3,./tagalog_audio/violente.mp3
Violin,Violin,vi-o-lin,Marunong siyang tumugtog ng violin.,He knows how to play the violin.,,3,🟠,https://example.com/audio/tagalog/violin.mp3,./tagalog_audio/violin.mp3
