Filippino Word,English Word,Pronunciation,Example Context,Example English,Difficulty Level,Icon,Real Audio,Part of Speech
Opisyal, Official, o-pis-yal, Opisyal na inanunsyo ang balita., The news was officially announced.,3,🟠,./tagalog_audio/opisyal.mp3,PROPN
Opo, Yes (formal), o-po, Opo - naiintindihan ko po., Yes  I understand.,1,🟢,./tagalog_audio/opo.mp3,INTJ
Oportunidad, Opportunity, o-por-tu-ni-dad, Huwag mong sayangin ang oportunidad na ito., Don't waste this opportunity.,3,🟠,./tagalog_audio/oportunidad.mp3,PROPN
Oras,Time,o-ras,Anong oras na?,What time is it?,1,🟢,./tagalog_audio/oras.mp3,NOUN
Orasan, Clock, o-ra-san, Nakasabit sa dingding ang orasan., The clock is hanging on the wall.,3,🟠,./tagalog_audio/orasan.mp3,PROPN
Ordyinaryo, Ordinary, or-dyi-na-ryo, Ordyinaryo lamang ang kanyang suot., His outfit is just ordinary.,3,🟠,./tagalog_audio/ordyinaryo.mp3,PROPN
Oregano, Oregano, o-re-ga-no, Ginagamit ang oregano bilang gamot., Oregano is used as medicine.,3,🟠,./tagalog_audio/oregano.mp3,PROPN
Organisasyon, Organization, or-ga-ni-sa-syon, Kasapi siya ng isang organisasyon., He is a member of an organization.,3,🟠,./tagalog_audio/organisasyon.mp3,PROPN
Orkesta, Orchestra, or-kes-ta, Nag-perform ang orkesta sa entablado., The orchestra performed on stage.,3,🟠,./tagalog_audio/orkesta.mp3,PROPN
Orkidya, Orchid, or-kid-ya, Maganda ang orkidya sa hardin., The orchid in the garden is beautiful.,3,🟠,./tagalog_audio/orkidya.mp3,PROPN
Oro, Gold, o-ro, May alahas siyang gawa sa oro., He has jewelry made of gold.,1,🟢,./tagalog_audio/oro.mp3,NOUN
Osmos, Osmosis, os-mos, Pinag-aralan namin ang osmos sa klase., We studied osmosis in class.,3,🟠,./tagalog_audio/osmos.mp3,PROPN
Oso, Bear, o-so, May malaking oso sa zoo., There is a big bear in the zoo.,1,🟢,./tagalog_audio/oso.mp3,PROPN
Ospital,Hospital,os-pi-tal,Dinala siya sa ospital.,He was brought to the hospital.,3,🟠,./tagalog_audio/ospital.mp3,NOUN
Otomatik, Automatic, o-to-ma-tik, Otomatik ang pagbukas ng pinto., The door opens automatically.,3,🟠,./tagalog_audio/otomatik.mp3,PROPN
Otomobil,Automobile,o-to-mo-bil,Mahal ang bagong otomobil.,The new automobile is expensive.,3,🟠,./tagalog_audio/otomobil.mp3,NOUN
Otos, Command, o-tos, Sinunod niya ang otos ng kanyang ama., He followed his father's command.,1,🟢,./tagalog_audio/otos.mp3,PROPN
Paalam,Goodbye,pa-a-lam,Nagpaalam siya bago umalis.,He said goodbye before leaving.,3,🟠,./tagalog_audio/paalam.mp3,INTJ
Paano, How, pa-a-no,,,3,🟠,./tagalog_audio/paano.mp3,SCONJ
Paaralan, School, pa-a-ra-lan, Pumapasok siya sa paaralan araw-araw., He goes to school every day.,2,🟡,./tagalog_audio/paaralan.mp3,PROPN
Paborito,Favorite,pa-bo-ri-to,Ang paborito kong pagkain ay adobo.,My favorite food is adobo.,3,🟠,./tagalog_audio/paborito.mp3,ADJ
Pag-ibig,Love,pag-i-big,Walang katulad ang tunay na pag-ibig.,True love is incomparable.,2,🟡,./tagalog_audio/pag-ibig.mp3,NOUN
Pagkain,Food,pag-ka-in,Masarap ang pagkain sa probinsya.,The food in the province is delicious.,2,🟡,./tagalog_audio/pagkain.mp3,NOUN
Pagod, Tired, pa-god,,,3,🟠,./tagalog_audio/pagod.mp3,PROPN
Pagsubok, Test/Challenge, pag-su-bok, Lahat ng tao ay may pagsubok sa buhay., Everyone faces challenges in life.,3,🟠,./tagalog_audio/pagsubok.mp3,PROPN
Pakiusap, Request /  Please, pa-ki-u-sap, May pakiusap siya sa guro., He has a request for the teacher.,3,🟠,./tagalog_audio/pakiusap.mp3,PROPN
Pakpak, Wing, pak-pak, Malaki ang pakpak ng agila., The eagle's wings are big.,3,🟠,./tagalog_audio/pakpak.mp3,NOUN
Palad, Palm (hand), pa-lad, Makapal ang kanyang palad dahil sa trabaho., His palm is thick because of work.,3,🟠,./tagalog_audio/palad.mp3,PROPN
Palaka, Frog, pa-la-ka, Tumalon ang palaka sa tubig., The frog jumped into the water.,3,🟠,./tagalog_audio/palaka.mp3,VERB
Palakpak, Applause, pa-lak-pak, Nagpalakpak ang mga tao matapos ang palabas., The people applauded after the performance.,3,🟠,./tagalog_audio/palakpak.mp3,NOUN
Palaruan, Playground, pa-la-ru-an, Masaya ang mga bata sa palaruan., The kids are happy at the playground.,2,🟡,./tagalog_audio/palaruan.mp3,PROPN
Palasyo,Palace,pa-la-syo,Malaki ang palasyo ng hari.,The king's palace is huge.,3,🟠,./tagalog_audio/palasyo.mp3,NOUN
Palengke, Market, pa-leng-ke, Bumili siya ng prutas sa palengke., He bought fruits at the market.,3,🟠,./tagalog_audio/palengke.mp3,NOUN
Palit, Exchange, pa-lit,,,3,🟠,./tagalog_audio/palit.mp3,PROPN
Pamahalaan, Government, pa-ma-ha-la-an, Mahalaga ang pamahalaan sa kaayusan ng bansa., The government is important for the country's order.,4,🔵,./tagalog_audio/pamahalaan.mp3,PROPN
Pamasahe, Fare, pa-ma-sa-he,,,3,🟠,./tagalog_audio/pamasahe.mp3,VERB
Pamilya,Family,pa-mi-lya,Mahalaga ang pamilya sa buhay.,Family is important in life.,3,🟠,./tagalog_audio/pamilya.mp3,NOUN
Paminta, Pepper, pa-min-ta,,,3,🟠,./tagalog_audio/paminta.mp3,PROPN
Panaginip, Dream (while sleeping), pa-na-gi-nip, Maganda ang panaginip ko kagabi., I had a good dream last night.,3,🟠,./tagalog_audio/panaginip.mp3,PROPN
Panahon, Weather/Time, pa-na-hon, Maganda ang panahon ngayon., The weather is nice today.,3,🟠,./tagalog_audio/panahon.mp3,PROPN
Pangalan, Name, pa-nga-lan, Ano ang pangalan mo?, What is your name?,3,🟠,./tagalog_audio/pangalan.mp3,NOUN
Pangalawang, Second, pa-nga-la-wang, Ito ang kanyang pangalawang pagkakataon., This is his second chance.,3,🟠,./tagalog_audio/pangalawang.mp3,PROPN
Panganib, Danger, pa-nga-nib,,,3,🟠,./tagalog_audio/panganib.mp3,PROPN
Pangarap, Dream, pa-nga-rap, Ang pangarap niya ay maging doktor., His dream is to become a doctor.,3,🟠,./tagalog_audio/pangarap.mp3,PROPN
Panginoon, God/Lord, pa-ngi-no-on, Nagdasal siya sa Panginoon., He prayed to the Lord.,3,🟠,./tagalog_audio/panginoon.mp3,PROPN
Pangkat, Group, pang-kat, May pangkat sila sa proyekto., They have a group for the project.,3,🟠,./tagalog_audio/pangkat.mp3,PROPN
Papel, Paper, pa-pel, Nagsusulat siya sa papel., He is writing on the paper.,3,🟠,./tagalog_audio/papel.mp3,PROPN
Pasensya na, Sorry, pa-sen-sya na,,,3,🟠,./tagalog_audio/pasensya_na.mp3,VERB
Pasko, Christmas, pas-ko, Malapit na ang Pasko!, Christmas is near!,3,🟠,./tagalog_audio/pasko.mp3,PROPN
Patawad, Forgiveness, pa-ta-wad, Humingi siya ng patawad sa kanyang kaibigan., He asked for forgiveness from his friend.,3,🟠,./tagalog_audio/patawad.mp3,PROPN
Patay, Dead, pa-tay, Patay na ang ilaw sa kwarto., The light in the room is off.,3,🟠,./tagalog_audio/patay.mp3,ADJ
Patuloy, Continue, pa-tu-loy, Patuloy ang kanyang pag-aaral., He continues his studies.,3,🟠,./tagalog_audio/patuloy.mp3,VERB
Payapa,Peaceful,pa-ya-pa,Payapa ang umaga sa probinsya.,The morning in the province is peaceful.,3,🟠,./tagalog_audio/payapa.mp3,ADJ
Pera, Money, pe-ra, Kailangan niya ng pera para sa pamasahe., He needs money for transportation fare.,1,🟢,./tagalog_audio/pera.mp3,NOUN
Pinto, Door, pin-to, Pakisara ang pinto bago ka umalis., Please close the door before you leave.,3,🟠,./tagalog_audio/pinto.mp3,PROPN
Pito, Seven, pi-to,,,1,🟢,./tagalog_audio/pito.mp3,PROPN
Polis, Police, po-lis,,,3,🟠,./tagalog_audio/polis.mp3,NOUN
Presyo, Price, pres-yo,,,3,🟠,./tagalog_audio/presyo.mp3,NOUN
Prutas, Fruits, pru-tas,,,3,🟠,./tagalog_audio/prutas.mp3,NOUN
Pulis 1, Police, pu-lis,,,3,🟠,./tagalog_audio/pulis_1.mp3,NOUN
Pulis 2, Police station, pu-lis,,,3,🟠,./tagalog_audio/pulis_2.mp3,PROPN
Puno, Tree, pu-no, Malilim sa ilalim ng puno., It is shady under the tree.,1,🟢,./tagalog_audio/puno.mp3,NOUN
Punta, Go, pun-ta,,,3,🟠,./tagalog_audio/punta.mp3,VERB
Puso, Heart (organ), pu-so, Malakas ang tibok ng kanyang puso., His heart is beating fast.,1,🟢,./tagalog_audio/puso.mp3,PROPN
Pusong, Heart, pu-song, Mabuti ang kanyang pusong., His heart is kind.,3,🟠,./tagalog_audio/pusong.mp3,NOUN
Pwede ba, Can I?, pwe-de ba,,,3,🟠,./tagalog_audio/pwede_ba.mp3,AUX
Quarantine, Quarantine, kwa-ran-tin, Kailangan ng quarantine pagkatapos ng biyahe., Quarantine is required after travel.,3,🟠,./tagalog_audio/quarantine.mp3,PROPN
Quezon, Quezon (place name), ke-zon, Nakatira siya sa Quezon City., He lives in Quezon City.,3,🟠,./tagalog_audio/quezon.mp3,PROPN
Quibol,Fold,ki-bol,Huwag mong quibolin ang papel.,Do not fold the paper.,3,🟠,./tagalog_audio/quibol.mp3,VERB
Quilates, Carat (gold), ki-la-tes, Ang singsing niya ay may 24 quilates., His ring is 24 carats.,3,🟠,./tagalog_audio/quilates.mp3,PROPN
Quimera,Fantasy,ki-me-ra,Ang kanyang quimera ay maging isang bituin.,His fantasy is to become a star.,3,🟠,./tagalog_audio/quimera.mp3,NOUN
Quinta, Fifth, kin-ta, Siya ang pang-quinta sa pila., He is fifth in line.,3,🟠,./tagalog_audio/quinta.mp3,PROPN
Quinto,Fifth,kin-to,Siya ang pang-Quinto sa pila.,He is the fifth in line.,3,🟠,./tagalog_audio/quinto.mp3,ADJ
Quirida, Lover (mistress), ki-ri-da, May sikretong quirida ang lalaki., The man has a secret lover.,2,🟡,./tagalog_audio/quirida.mp3,PROPN
Quisote, Sword, ki-so-te, May hawak siyang quisote sa laban., He is holding a sword in the battle.,3,🟠,./tagalog_audio/quisote.mp3,PROPN
Quorum, Quorum, kwo-rum, Hindi umabot ang quorum sa pulong., The meeting did not reach a quorum.,3,🟠,./tagalog_audio/quorum.mp3,PROPN
Radikal, Radical, ra-di-kal, Radikal ang kanyang pananaw sa pulitika., His views on politics are radical.,3,🟠,./tagalog_audio/radikal.mp3,PROPN
Radyo, Radio, rad-yo, Nakikinig siya sa radyo tuwing umaga., He listens to the radio every morning.,3,🟠,./tagalog_audio/radyo.mp3,PROPN
Raketa, Racket, ra-ke-ta, Gamit niya ang raketa sa badminton., He is using a racket for badminton.,3,🟠,./tagalog_audio/raketa.mp3,NOUN
Rambutan, Rambutan (fruit), ram-bu-tan, Bumili siya ng rambutan sa palengke., He bought rambutan at the market.,3,🟠,./tagalog_audio/rambutan.mp3,PROPN
Ranggo, Rank, rang-go, Tumaas ang kanyang ranggo sa trabaho., His rank at work increased.,3,🟠,./tagalog_audio/ranggo.mp3,PROPN
Rason, Reason, ra-son, Ano ang rason ng iyong pag-alis?, What is the reason for your departure?,3,🟠,./tagalog_audio/rason.mp3,PROPN
Rasyon, Ration, ra-syon, May rasyon ng pagkain sa evacuation center., There is a food ration in the evacuation center.,3,🟠,./tagalog_audio/rasyon.mp3,PROPN
Regalo, Gift, re-ga-lo, Binuksan niya ang regalo sa kanyang kaarawan., He opened the gift on his birthday.,3,🟠,./tagalog_audio/regalo.mp3,NOUN
Rehas, Bars (metal), re-has, Mataas ang rehas ng kulungan., The prison bars are high.,3,🟠,./tagalog_audio/rehas.mp3,PROPN
Reklamo, Complaint, rek-la-mo, Nag-file siya ng reklamo laban sa kumpanya., He filed a complaint against the company.,3,🟠,./tagalog_audio/reklamo.mp3,PROPN
Relo, Watch/Clock, re-lo, Suot niya ang kanyang bagong relo., He is wearing his new watch.,1,🟢,./tagalog_audio/relo.mp3,PROPN
Reloj,Clock,re-loj,Malaki ang reloj sa opisina.,The clock in the office is big.,3,🟠,./tagalog_audio/reloj.mp3,NOUN
Renta, Rent, ren-ta, Nagbayad siya ng renta sa bahay., He paid the house rent.,3,🟠,./tagalog_audio/renta.mp3,PROPN
Repasuhin,Review,re-pa-su-hin,Kailangan mong repasuhin ang iyong sagot.,You need to review your answer.,3,🟠,./tagalog_audio/repasuhin.mp3,VERB
Reporma, Reform, re-por-ma, May bagong reporma sa edukasyon., There is a new reform in education.,3,🟠,./tagalog_audio/reporma.mp3,NOUN
Reseta, Prescription, re-se-ta, Binigyan siya ng doktor ng reseta., The doctor gave him a prescription.,3,🟠,./tagalog_audio/reseta.mp3,NOUN
Resibo, Receipt, re-si-bo, Itabi mo ang resibo para sa refund., Keep the receipt for a refund.,3,🟠,./tagalog_audio/resibo.mp3,PROPN
Respeto, Respect, res-pe-to, Dapat nating bigyan ng respeto ang matatanda., We should give respect to the elderly.,3,🟠,./tagalog_audio/respeto.mp3,NOUN
Restawran, Restaurant, res-taw-ran,,,3,🟠,./tagalog_audio/restawran.mp3,PROPN
Ribon,Ribbon,ri-bon,May pulang ribon ang regalo niya.,His gift has a red ribbon.,3,🟠,./tagalog_audio/ribon.mp3,NOUN
Ribyu, Review, rib-yu, Nag-ribyu siya para sa pagsusulit., He reviewed for the exam.,3,🟠,./tagalog_audio/ribyu.mp3,PROPN
Rikit, Beauty, ri-kit, Taglay niya ang likas na rikit., She possesses natural beauty.,3,🟠,./tagalog_audio/rikit.mp3,PROPN
Riles, Railroad, ri-les, Dumaan ang tren sa riles., The train passed through the railroad.,3,🟠,./tagalog_audio/riles.mp3,PROPN
Risolba, Resolve, ri-sol-ba, Kailangan nating risolbahin ang problema., We need to resolve the problem.,3,🟠,./tagalog_audio/risolba.mp3,VERB
Ritmo, Rhythm, rit-mo, Maganda ang ritmo ng musika., The rhythm of the music is nice.,3,🟠,./tagalog_audio/ritmo.mp3,PROPN
Ronda, Patrol, ron-da, May ronda ang pulis tuwing gabi., The police patrol every night.,3,🟠,./tagalog_audio/ronda.mp3,PROPN
Rosas, Rose, ro-sas, Maganda ang rosas sa hardin., The roses in the garden are beautiful.,3,🟠,./tagalog_audio/rosas.mp3,VERB
Rumaragasa, Rushing, ru-ma-ra-ga-sa, Rumaragasa ang tubig sa ilog., The water in the river is rushing.,3,🟠,./tagalog_audio/rumaragasa.mp3,VERB
Rupok, Delicate, ru-pok, Maging maingat sa rupok na gamit., Be careful with the delicate items.,3,🟠,./tagalog_audio/rupok.mp3,ADJ
Ruta, Route, ru-ta, Nagbago ang ruta ng bus., The bus route has changed.,1,🟢,./tagalog_audio/ruta.mp3,PROPN
Saan, Where, sa-an,,,1,🟢,./tagalog_audio/saan.mp3,SCONJ
Sabado, Saturday, sa-ba-do,,,3,🟠,./tagalog_audio/sabado.mp3,PROPN
Sabay, Together, sa-bay, Sabay kaming kumain ng hapunan., We ate dinner together.,3,🟠,./tagalog_audio/sabay.mp3,ADV
Saging, Banana, sa-ging, Kumain siya ng saging sa almusal., He ate a banana for breakfast.,3,🟠,./tagalog_audio/saging.mp3,PROPN
Sahig, Floor, sa-hig, Malinis ang sahig ng bahay., The house floor is clean.,3,🟠,./tagalog_audio/sahig.mp3,PROPN
Saing, Cooked rice, sa-ing, Malambot ang kanyang saing., His cooked rice is soft.,3,🟠,./tagalog_audio/saing.mp3,VERB
Sakay, Ride, sa-kay,,,3,🟠,./tagalog_audio/sakay.mp3,PROPN
Sakit, Illness/Pain, sa-kit, May sakit siya kaya hindi pumasok sa trabaho., He is sick -  so he didn't go to work.,3,🟠,./tagalog_audio/sakit.mp3,PROPN
Saklolo, Help!, sak-lo-lo,,,2,🟡,./tagalog_audio/saklolo.mp3,VERB
Salamat, Thank you, sa-la-mat, Salamat sa tulong mo!, Thank you for your help!,3,🟠,./tagalog_audio/salamat.mp3,VERB
Salamin, Mirror/Glasses, sa-la-min, Gumamit siya ng salamin upang makita ang sarili., He used a mirror to see himself.,3,🟠,./tagalog_audio/salamin.mp3,PROPN
Salo, Catch (receive), sa-lo, Nasalo niya ang bola., He caught the ball.,1,🟢,./tagalog_audio/salo.mp3,PROPN
Sama, Join, sa-ma, Pwede ba akong sama sa inyo?, Can I join you?,1,🟢,./tagalog_audio/sama.mp3,VERB
Sampayan, Clothesline, sam-pa-yan, Ipinatong niya ang damit sa sampayan., He placed the clothes on the clothesline.,3,🟠,./tagalog_audio/sampayan.mp3,VERB
Sampu, Ten, sam-pu,,,3,🟠,./tagalog_audio/sampu.mp3,NUM
Sampung, Ten, sam-pung, May sampung estudyante sa klase., There are ten students in the class.,3,🟠,./tagalog_audio/sampung.mp3,NUM
Sandali, Moment, san-da-li, Hintay ka sandali., Wait for a moment.,3,🟠,./tagalog_audio/sandali.mp3,PROPN
Sanggol, Baby, sang-gol, Mahal niya ang kanyang sanggol., He loves his baby.,3,🟠,./tagalog_audio/sanggol.mp3,PROPN
Sangkap, Ingredient, sang-kap, Ano ang sangkap ng ulam mo?, What are the ingredients in your dish?,3,🟠,./tagalog_audio/sangkap.mp3,PROPN
Sanhi, Cause, san-hi, Ano ang sanhi ng trapiko?, What is the cause of the traffic?,3,🟠,./tagalog_audio/sanhi.mp3,VERB
Sapatos,Shoes,sa-pa-tos,Bago ang kanyang sapatos.,His shoes are new.,3,🟠,./tagalog_audio/sapatos.mp3,NOUN
Sarado, Closed, sa-ra-do, Sarado na ang tindahan., The store is already closed.,3,🟠,./tagalog_audio/sarado.mp3,VERB
Sasakyan, Vehicle, sa-sak-yan,,,3,🟠,./tagalog_audio/sasakyan.mp3,PROPN
Sayaw, Dance, sa-yaw, Mahilig siyang sumayaw sa entablado., He loves dancing on stage.,3,🟠,./tagalog_audio/sayaw.mp3,PROPN
Sikap, Effort, si-kap, Kailangan ng sikap upang magtagumpay., Effort is needed to succeed.,3,🟠,./tagalog_audio/sikap.mp3,NOUN
Sikat,Famous,si-kat,Sikat ang mang-aawit na ito.,This singer is famous.,3,🟠,./tagalog_audio/sikat.mp3,ADJ
Sikreto, Secret, si-kre-to, May sikretong sinabi siya sa akin., He told me a secret.,3,🟠,./tagalog_audio/sikreto.mp3,ADJ
Sila, They, si-la,,,1,🟢,./tagalog_audio/sila.mp3,PRON
Silya, Chair, sil-ya,,,3,🟠,./tagalog_audio/silya.mp3,PROPN
Simbahan, Church, sim-ba-han,,,3,🟠,./tagalog_audio/simbahan.mp3,PROPN
Simula, Start, si-mu-la, Ang simula ng pelikula ay maganda., The start of the movie is good.,3,🟠,./tagalog_audio/simula.mp3,VERB
Singil, Charge (fee), si-ngil, Tumaas ang singil sa kuryente., The electricity charge increased.,3,🟠,./tagalog_audio/singil.mp3,PROPN
Singsing, Ring, sing-sing, May singsing siya sa kanyang daliri., He has a ring on his finger.,3,🟠,./tagalog_audio/singsing.mp3,PROPN
Sino, Who, si-no,,,1,🟢,./tagalog_audio/sino.mp3,PRON
Sipag, Diligence, si-pag, Kilala siya sa kanyang sipag sa trabaho., He is known for his diligence at work.,3,🟠,./tagalog_audio/sipag.mp3,PROPN
Siya, He/She, si-ya,,,1,🟢,./tagalog_audio/siya.mp3,PRON
Siyam, Nine, si-yam,,,3,🟠,./tagalog_audio/siyam.mp3,NUM
Sugat, Wound, su-gat, May sugat siya sa braso., He has a wound on his arm.,3,🟠,./tagalog_audio/sugat.mp3,PROPN
Sukli, Change (from a payment), suk-li,,,3,🟠,./tagalog_audio/sukli.mp3,PROPN
Sulat, Letter/Writing, su-lat, Sumulat siya ng liham para sa kanyang ina., He wrote a letter to his mother.,3,🟠,./tagalog_audio/sulat.mp3,PROPN
Sumbrero, Hat, sum-bre-ro, Suot niya ang kanyang sumbrero sa init ng araw., He is wearing his hat in the heat of the sun.,3,🟠,./tagalog_audio/sumbrero.mp3,PROPN
Sundalo, Soldier, sun-da-lo, Matapang ang sundalo sa giyera., The soldier is brave in war.,3,🟠,./tagalog_audio/sundalo.mp3,NOUN
Sunog, Fire, su-nog,,,3,🟠,./tagalog_audio/sunog.mp3,PROPN
Susi, Key, su-si, Nawala ang susi ng bahay niya., He lost his house key.,1,🟢,./tagalog_audio/susi.mp3,PROPN
Susian, Key, su-si-an,,,3,🟠,./tagalog_audio/susian.mp3,PROPN
Suwerte, Luck, suer-te, Suwerte siya sa laro., He is lucky in the game.,3,🟠,./tagalog_audio/suwerte.mp3,NOUN
Tagalog,English,Pronunciation,Tagalog Example Sentence,English Translation,3,🟠,./tagalog_audio/tagalog.mp3,ADJ
Tag-init,Summer,tag-i-nit,Mainit tuwing tag-init.,It is hot during summer.,3,🟠,./tagalog_audio/tag-init.mp3,NOUN
Tahanan, Home, ta-ha-nan, Mahalaga ang tahanan sa bawat pamilya., Home is important to every family.,3,🟠,./tagalog_audio/tahanan.mp3,PROPN
Taho, Soy pudding, ta-ho, Bumili siya ng taho sa umaga., He bought soy pudding in the morning.,1,🟢,./tagalog_audio/taho.mp3,PROPN
Takbo,Run,tak-bo,Tumakbo siya sa paligsahan.,He ran in the competition.,3,🟠,./tagalog_audio/takbo.mp3,VERB
Takot,Afraid,ta-kot,Takot siya sa dilim.,He is afraid of the dark.,3,🟠,./tagalog_audio/takot.mp3,PROPN
Talaan, List, ta-la-an, May talaan ng gastusin sa bahay., There is a list of household expenses.,3,🟠,./tagalog_audio/talaan.mp3,NOUN
Talaga, Really, ta-la-ga, Talaga bang aalis ka na?, Are you really leaving?,3,🟠,./tagalog_audio/talaga.mp3,ADV
Talino, Intelligence, ta-li-no, Mahusay ang kanyang talino sa matematika., His intelligence in math is excellent.,3,🟠,./tagalog_audio/talino.mp3,PROPN
Talong, Eggplant, ta-long, Gumawa siya ng tortang talong., He made eggplant omelet.,3,🟠,./tagalog_audio/talong.mp3,PROPN
Tama, Correct, ta-ma, Tama ang sagot mo sa pagsusulit., Your answer in the test is correct.,1,🟢,./tagalog_audio/tama.mp3,ADJ
Tamad, Lazy, ta-mad, Huwag kang tamad sa trabaho., Don't be lazy at work.,3,🟠,./tagalog_audio/tamad.mp3,PROPN
Tambay, Loiter, tam-bay, Tambay lang siya sa kanto buong araw., He just loiters at the corner all day.,3,🟠,./tagalog_audio/tambay.mp3,PROPN
Tanda, Sign/Old age, tan-da, May tanda siya ng karunungan., He has signs of wisdom.,3,🟠,./tagalog_audio/tanda.mp3,PROPN
Tanghalian, Lunch, tang-ha-li-an, Masarap ang tanghalian namin sa bahay., Our lunch at home was delicious.,3,🟠,./tagalog_audio/tanghalian.mp3,PROPN
Tanim, Planting, ta-nim, Mahilig siya sa pagtatanim ng gulay., He loves planting vegetables.,3,🟠,./tagalog_audio/tanim.mp3,PROPN
Tanong, Question, ta-nong, May tanong ka ba tungkol sa aralin?, Do you have a question about the lesson?,3,🟠,./tagalog_audio/tanong.mp3,NOUN
Tanso, Copper, tan-so, Ang tansong kawali ay matibay., The copper pan is durable.,3,🟠,./tagalog_audio/tanso.mp3,NOUN
Tao, Person, ta-o, Maraming tao sa palengke., There are many people in the market.,1,🟢,./tagalog_audio/tao.mp3,PROPN
Taon, Year, ta-on,,,1,🟢,./tagalog_audio/taon.mp3,PROPN
Tapon, Throw, ta-pon,,,3,🟠,./tagalog_audio/tapon.mp3,VERB
Tasa, Cup, ta-sa, Gamitin mo ang tasa para sa kape., Use the cup for coffee.,1,🟢,./tagalog_audio/tasa.mp3,PROPN
Tatay, Father, ta-tay, Mahal ko ang aking tatay., I love my father.,3,🟠,./tagalog_audio/tatay.mp3,PROPN
Tatlo, Three, tat-lo,,,3,🟠,./tagalog_audio/tatlo.mp3,NUM
Tawa, Laugh, ta-wa,,,1,🟢,./tagalog_audio/tawa.mp3,NOUN
Tawag, Call, ta-wag, May tawag ka sa telepono., You have a call on the phone.,3,🟠,./tagalog_audio/tawag.mp3,VERB
Tawanan, Laughter, ta-wa-nan, Narinig ko ang tawanan nila sa kabilang kwarto., I heard their laughter from the other room.,3,🟠,./tagalog_audio/tawanan.mp3,PROPN
Tayo 1, We (including listener), ta-yo,,,3,🟠,./tagalog_audio/tayo_1.mp3,PRON
Tayo 2, Stand, ta-yo,,,3,🟠,./tagalog_audio/tayo_2.mp3,VERB
Telepono, Phone, te-le-po-no,,,3,🟠,./tagalog_audio/telepono.mp3,PROPN
Terminal, Terminal, ter-mi-nal,,,3,🟠,./tagalog_audio/terminal.mp3,PROPN
Tinapay, Bread, ti-na-pay,,,3,🟠,./tagalog_audio/tinapay.mp3,PROPN
Tindahan,Store,tin-da-han,Bibili siya sa tindahan.,He will buy something at the store.,3,🟠,./tagalog_audio/tindahan.mp3,NOUN
Tingi, Retail/Small portion, tin-gi,,,3,🟠,./tagalog_audio/tingi.mp3,PROPN
Tren, Train, tren,,,1,🟢,./tagalog_audio/tren.mp3,VERB
Tricycle, Tricycle, tra-yi-si-kel,,,3,🟠,./tagalog_audio/tricycle.mp3,PROPN
Tubig,Water,tu-big,Malinaw ang tubig sa ilog.,The water in the river is clear.,1,🟢,./tagalog_audio/tubig.mp3,NOUN
Tukso, Temptation, tuk-so, Lumayo siya sa tukso ng bisyo., He stayed away from the temptation of vices.,3,🟠,./tagalog_audio/tukso.mp3,PROPN
Tuktok, Top, tuk-tok, Nasa tuktok ng bundok ang bahay nila., Their house is on top of the mountain.,3,🟠,./tagalog_audio/tuktok.mp3,PROPN
Tulad, Like, tu-lad, Tulad ng dati, Like before,3,🟠,./tagalog_audio/tulad.mp3,ADP
Tulay, Pathway, tu-lay, Ang edukasyon ang tulay sa magandang kinabukasan., Education is the pathway to a bright future.,3,🟠,./tagalog_audio/tulay.mp3,PROPN
Tulog, Sleep, tu-log, Kailangan mo ng sapat na tulog., You need enough sleep.,3,🟠,./tagalog_audio/tulog.mp3,VERB
Tulong, Help, tu-long,,,2,🟡,./tagalog_audio/tulong.mp3,VERB
Tunog, Sound, tu-nog, Malakas ang tunog ng kulog., The sound of thunder is loud.,3,🟠,./tagalog_audio/tunog.mp3,VERB
Tupa, Sheep, tu-pa, May alagang tupa ang magsasaka., The farmer has a pet sheep.,1,🟢,./tagalog_audio/tupa.mp3,PROPN
Ubas, Grapes, u-bas, Bumili siya ng ubas sa palengke., He bought grapes at the market.,1,🟢,./tagalog_audio/ubas.mp3,NOUN
Ugat, Root, u-gat, Malalim ang ugat ng puno., The tree has deep roots.,1,🟢,./tagalog_audio/ugat.mp3,PROPN
Uhaw,Thirsty,u-haw,Uhaw na uhaw siya pagkatapos maglaro.,He is very thirsty after playing.,1,🟢,./tagalog_audio/uhaw.mp3,PROPN
Ulam, Viand (main dish), u-lam,,,1,🟢,./tagalog_audio/ulam.mp3,PROPN
Ulan, Rain, u-lan, Malakas ang ulan kaninang umaga., The rain was strong this morning.,1,🟢,./tagalog_audio/ulan.mp3,NOUN
Ulap, Cloud, u-lap, Maitim ang ulap sa langit., The clouds in the sky are dark.,1,🟢,./tagalog_audio/ulap.mp3,PROPN
Ulo, Head, u-lo, Masakit ang kanyang ulo buong araw., His head hurt all day.,1,🟢,./tagalog_audio/ulo.mp3,PROPN
Umaapaw, Overflowing, u-ma-a-paw, Umaapaw ang tubig sa ilog., The river is overflowing.,3,🟠,./tagalog_audio/umaapaw.mp3,VERB
Umaaraw, Sunny, u-ma-a-raw, Umaaraw ngayon matapos ang mahabang ulan., It is sunny now after a long rain.,3,🟠,./tagalog_audio/umaaraw.mp3,ADJ
Umaga, Morning, u-ma-ga, Magandang umaga!, Good morning!,2,🟡,./tagalog_audio/umaga.mp3,PROPN
